@RELATION nis

@ATTRIBUTE newsId string
@ATTRIBUTE interval NUMERIC
@ATTRIBUTE count NUMERIC


@DATA
bride-turns-away-groom-after-he-fails-maths-test,7.827944444444447,144
british-author-sir-terry-pratchett-passes-away,4.875933333333336,120
british-raf-jets-intercept-russian-bombers,5.811477272727271,88
bsf-demands-border-service-pay,7.59683744974152,1741
bsf-soldier-opens-fire-kills-colleague,4.749375,24
bsnl-invests-rs-11-000-crore-to-improve-services,5.563837837837837,74
bsnl-to-cut-3g-data-rates-by-50-percent,13.214,3
budget-2015-iit-karnataka-announced-by-jaitley,8.839987012987011,924
budget-2015-is-pragmatic-pm-modi,5.595823684210525,760
budget-2015-phone-calls-houses-to-be-costlier,9.62546787709498,716
budget-highlights-wealth-tax-abolished,7.0666596356663485,1043
budget-imprisonment-of-10-years-for-tax-evasion,6.617140591966169,946
budget-lacks-clear-roadmap-manmohan-singh,6.612147180192571,727
budget-process-begins-with-halwa-ceremony,5.404882352941176,85
building-high-speed-track-to-cost-rs-80k-cr,8.3930134128167,671
bundesliga-hannover-1-3-bayern-munich,2.6191666666666666,6
bundesliga-paderborn-0-6-bayern-munich,3.404694576593719,1051
burnley-binds-chelsea-in-1-1-draw,3.5853232758620694,1160
burnley-ends-city-winning-hopes-with-1-0-defeat,2.741441025641026,390
bus-plunges-into-gorge-in-mp-at-least-10-dead,9.887166666666666,24
business-groups-donated-rs-157-84-crore-to-bjp,5.830552941176473,85
c-garh-allows-staff-participation-in-rss,7.078215384615387,65
cabinet-approves-bill-to-check-black-money,6.82382759807297,2906
cairn-india-gets-3-3-billion-tax-demand,4.510364485981307,214
call-rates-may-fall-as-trai-slashes-charges,8.426949659863935,2205
cameroon-army-base-attacked-many-injured,3.0198000000000005,30
can-t-bar-tainted-netas-from-contesting-poll-sc,4.464904761904763,63
can-t-keep-amp-quot-live-in-amp-quot-outside-purview-of-rape-hc,9.716333333333333,9
canada-based-nri-threatens-to-kill-hazare,8.679,4
candy-crush-sued-for-deleting-donated-lives,6.950652542372885,236
cannavaro-given-10-month-jail-sentence,5.2631304347826084,46
capital-float-raises-13-million,3.801666666666667,3
capital-of-j-amp-amp-k-has-shifted-to-nagpur-omar,10.096209876543204,162
card-payment-may-be-mandatory-for-large-bills,9.199857142857143,7
cartoonist-who-depicted-prophet-as-dog-honoured,7.346652996845424,317
case-against-vhp-leader-sadhvi-balika-saraswati,1.7857500000000002,4
cash-prize-for-finding-rahul-ex-congressman,8.909358047016276,553
catholic-priest-claims-god-is-female,10.470429752066119,363
cbi-files-closure-report-in-coal-block-case,5.633343283582089,67
cbi-names-wb-minister-madan-mitra-in-chargesheet,4.015019230769231,52
cbi-raids-ministries-private-firms-in-leak-case,4.2523793103448275,145
cbi-to-probe-dimapur-lynching-case,4.204092391304348,184
cbi-to-probe-nun-gang-rape-case,6.674783856675019,5191
cci-raps-coal-india-over-business-practices,4.821441860465116,43
celebrate-shaheedi-divas-as-desh-diwas-kejriwal,6.801483293556086,838
censor-board-behaving-like-taliban-bhardwaj,5.980120967741937,372
censor-board-withdraws-list-of-banned-words,7.823034952606626,1688
censors-mutes-lesbian-in-dum-laga-ke-haisha,2.6686666666666667,3
census-data-indicates-practice-of-polgamy,14.718399999999999,5
centre-bans-private-e-mails-for-official-comm,11.590369826435257,2996
centre-likely-to-take-back-saif-s-padma-shri,7.133509831460675,712
centre-planning-to-restrict-use-of-red-beacons,9.214996526681409,3167
centre-slams-collegium-system-calls-it-illegal,5.6391241379310335,145
centre-to-float-40-year-bonds-for-the-first-time,9.70290338461539,1625
chargesheet-can-t-be-filed-only-on-confession,6.6804738916256134,1015
cheating-free-exams-not-possible-bihar-minister,6.570441176470586,238
chelsea-2-2-psg-psg-win-on-away-goals,2.2895211267605635,71
chelsea-beats-tottenham-2-0-to-win-league-cup,2.485,1
chelsea-held-in-1-1-draw-by-southampton,2.6092442748091624,524
child-porn-charges-against-mp-dropped-after-fine,33.53,1
china-backs-india-s-bid-for-unsc-seat,2.8280000000000003,1
china-protests-pm-modi-s-visit-to-arunachal,6.750013736263729,364
china-russia-back-india-for-anti-pak-un-pact,3.4619999999999997,1
china-wants-dalai-lama-to-reincarnate,6.61808148148148,135
chlorine-gas-attack-killed-6-syrian-activists,5.612251724137926,2320
choreographer-geeta-kapoor-gets-arrested,6.273180672268903,238
chowpatty-beach-to-be-renamed-swaraj-bhoomi,6.702408602150538,186
chris-gayle-slams-fastest-double-century,13.601451843043941,3364
church-and-school-vandalised-in-mp,5.866383403361353,952
church-attacked-in-mumbai-case-registered,5.371184108527131,516
church-vandalised-in-karnataka,4.249208333333334,24
cia-declassifies-document-justifying-iraq-war,6.009035714285718,644
cia-reportedly-purchased-iraqi-chemical-weapons,8.792627450980394,51
cisse-faces-long-ban-after-accepting-spit-charge,7.5405,2
citigroup-cut-ceo-s-pay-by-7-in-2014,5.250627986348125,293
clooney-to-amal-amp-quot-proud-to-be-your-husband-amp-quot,4.0165,2
cnn-shows-putin-s-image-as-jihadi-john,12.138666666666667,3
coach-attendant-returns-purse-with-diamonds,10.011636995827535,719
coal-auction-proceeds-cross-rs-2-lakh-cr-govt,5.521454545454546,33
coal-auction-proceeds-reach-rs-1-57-lakh-crore,7.153625,8
coal-scam-cbi-court-summons-manmohan-as-accused,14.171905027932961,179
cocaine-snorting-oscar-statue-removed,10.840605786618434,553
college-athletes-more-likely-to-gang-rape-study,9.520285714285714,7
companies-may-give-over-10-pay-hike-survey,5.528520710059173,169
complaint-against-snapdeal-for-selling-sex-toys,13.086988095238095,84
computer-program-that-learns-tasks-independently,6.376232323232324,99
condom-ad-after-india-s-win-creates-controversy,10.912179487179488,39
confirm-feelings-of-love-through-a-test,6.78561105207227,941
cong-mla-accuses-left-legislator-of-biting-him,4.377353982300883,226
cong-protests-against-land-bill-at-jantar-mantar,4.309137254901962,51
congress-demands-probe-into-modi-s-suit-auction,7.878432499999997,400
congress-denied-permission-to-hold-protest-march,5.261936416184975,1384
congress-disappointed-with-rail-budget,4.148211538461539,52
congress-mp-causes-delay-in-air-india-flight,12.25605760709012,2031
congress-mp-manorama-sharma-dies,4.424773584905661,53
congress-questions-pm-on-alam-s-release,8.669400000000001,5
congress-slams-bjp-for-scrapping-muslim-quota,21.435,1
congress-workers-stage-protest-against-land-bill,4.181059090909089,440
conversion-behind-mother-teresa-s-service-rss,7.389107711138313,817
corporate-affairs-ministry-rejected-maximum-rtis,3.7045,2
corporate-espionage-officials-of-ril-adag-held,5.5872411924119225,369
couple-discovers-they-crossed-paths-as-kids,11.941317191283302,2891
court-lifts-stay-on-release-of-dirty-politics,5.41725,4
court-rejects-lakhvi-s-plea-against-detention,5.540130263157893,760
court-to-hear-final-arguments-in-uber-rape-case,2.624,2
cow-slaughter-bill-pmo-asks-law-ministry-s-view,7.972499999999999,10
cow-urine-can-cure-cancer-says-bjp-mp,8.530179584120981,529
creditors-reject-greece-s-reform-proposals,7.656777777777778,9
cricket-ireland-gets-10-yr-sponsorship-contract,8.6676,10
croatia-s-1st-woman-prez-sworn-in,3.6348000000000003,25
croatia-wipes-out-debts-of-poorest-citizens,4.878,1
crop-production-may-fall-over-3-due-to-rains,5.293181181181183,999
crude-oil-rebounds-from-one-month-low-to-57,4.984466666666666,15
cups-with-pics-of-modi-shah-used-in-shatabdi,2.55,1
czech-academy-admits-being-fooled-by-fake-carrey,11.215511682242997,428
darshan-playing-woman-s-nightmare-in-nh10,7.030446153846154,65
dawood-s-gang-member-held-in-goa,4.384399999999999,20
ddlj-gets-another-week-at-maratha-mandir,5.233104575163399,153
ddlj-to-continue-running-at-maratha-mandir,8.0530352393617,1504
death-sentence-of-pak-governor-s-killer-upheld,8.359333333333334,12
deepika-doing-better-than-me-sonam-kapoor,13.067,2
deepika-to-don-20kg-armour-in-bajirao-mastani,9.205777777777776,9
deepika-to-start-mental-health-care-foundation,7.97020618556702,388
defamation-case-gadkari-appears-in-court,5.374000000000002,488
defamation-case-smriti-says-no-to-compromise,11.647622361219693,1279
defeating-is-may-take-more-than-3-yrs-pentagon,3.9912804878048784,82
delhi-70-accused-in-crimes-on-women-go-free,7.726153846153846,13
delhi-doctors-to-go-on-strike-from-monday,5.63585614849188,862
delhi-gets-wettest-march-day-in-100-years,7.7304,5
delhi-govt-fixes-swine-flu-tests-rates-at-rs4500,4.263701754385965,57
delhi-govt-orders-probe-into-eatery-incident,8.5855,8
delhi-govt-orders-taxis-to-install-gps,4.270083892617451,298
delhi-hc-grounds-a-third-of-spicejet-s-boeings,6.5577711267605645,284
delhi-launches-whatsapp-group-for-women-safety,8.427455445544556,101
delhi-most-prone-to-cyber-attacks,4.949000000000002,90
delhi-nigerian-woman-gangraped-in-moving-car,7.611453924914674,293
delhi-police-files-fir-against-asaduddin-owaisi,8.336871382636653,311
delhi-s-air-pollution-level-exceeds-who-limits,4.574434999999998,200
delhi-s-resident-doctors-on-strike,5.033788235294117,255
delhi-school-asks-teachers-students-to-join-bjp,8.526386255924175,3798
delhi-to-launch-new-system-to-check-pollution,6.789710193452372,2688
delhi-water-tariff-hiked-by-10,7.070599264705884,272
demolish-illegal-shrines-built-after-2009-hc,4.425656250000003,224
despite-internal-chaos-aap-donations-steady,3.8149925650557592,269
dev-patel-to-produce-indian-superhero-film,5.9445,2
devgn-to-do-cameo-in-shetty-s-dilwale-reports,6.866329809725161,1419
dhoni-becomes-most-successful-captain-overseas,7.78175,4
dibakar-interested-in-byomkesh-bakshy-sequel,6.723234319526632,845
dicaprio-to-play-24-personalities-in-his-next,8.83944333996024,503
differently-abled-nipun-wants-an-apology,5.3976,5
digitised-ration-cards-launched-in-bengal,6.733906506632968,3166
digvijay-singh-took-bribe-from-mp-builder-bjp,5.3293333333333335,399
dimapur-lynching-victim-wasn-t-raped-says-govt,8.207791666666665,24
dimapur-man-injured-in-police-firing-dies,3.23175,4
dimapur-officials-suspended-over-mob-lynching,2.10825,4
disabled-activist-denied-entry-in-restaurant,15.502142857142859,7
disasters-cost-india-10bn-per-year-un-report,8.25937735849057,159
discrepancies-found-in-bjp-s-donation-list,4.008025,40
disney-announces-sequel-to-frozen,3.1614514563106786,206
dlf-to-sell-50-stakes-in-4-projects,6.210747737556572,2652
dlf-to-sell-properties-worth-rs-14-15k-crore,5.228727272727272,11
doctors-remove-17-kg-tumour-from-woman-s-abdomen,4.248374999999999,8
documentary-row-govt-serves-legal-notice-to-bbc,2.374,3
documentary-row-rapist-paid-rs-40k-by-makers,19.032999999999998,3
doha-indian-teacher-removed-for-modi-s-insult,8.43885714285714,147
dollar-hits-11-year-peak-as-treasury-yields-rise,2.5750999999999995,10
domestic-sector-ahead-in-greenhouse-gas-emission,6.49580486456606,1809
don-t-create-trouble-for-pm-modi-vhp-to-sangh,4.70290625,32
don-t-insist-on-aadhaar-for-govt-schemes-sc,8.77568615571039,3301
don-t-interfere-with-faith-shiv-sena-to-courts,7.079324074074075,540
don-t-reveal-my-property-details-priyanka,12.381248527679618,1698
dortmund-seal-3-0-derby-win-over-schalke,4.135051671732527,1316
dowry-demand-made-after-marriage-counts-too-sc,6.166,5
dozens-killed-in-syrian-terror-attack,2.384,1
drinking-coffee-could-reduce-heart-attack-risk,9.254,5
drone-strike-kills-afghan-isis-commander,5.4736666666666665,3
drug-resistant-malaria-on-myanmar-india-border,6.339520114942525,348
eating-late-night-bad-for-brain-study,8.187850406504065,615
ebola-death-toll-crosses-10-000,5.472993710691825,159
ebola-transmission-from-dead-patients-possible,0.42,1
economic-survey-gdp-to-grow-over-8-next-fiscal,4.570843003412968,293
ed-busts-rs-500-cr-cricket-betting-racket-in-guj,5.976847533632283,446
ed-sheeran-to-star-in-happy-new-year-2-reports,9.23351282051282,39
egypt-elections-to-be-delayed-after-court-ruling,2.378,1
egypt-launches-air-raids-against-isis-kills-50,3.7741395348837212,43
egypt-planning-to-build-a-new-capital,5.40452903225806,310
egypt-sentences-top-brotherhood-leader-to-life,6.523587951807226,830
egyptian-woman-who-dressed-as-a-man-honoured,11.609311470361828,6495
eighteen-arrested-for-nagaland-lynching-incident,4.099,7
elephants-slaughtered-for-robert-mugabe-s-b-day,11.23509047160733,2078
elle-awards-taylor-swift-wins-woman-of-the-year,6.187299999999999,70
engineless-coach-travels-20-km-in-barmer,10.409568047337286,169
england-crush-scotland-by-119-runs,3.72807986111111,288
england-defeats-afghanistan-in-their-final-match,3.9993545816733076,251
espionage-case-saikia-says-it-s-a-rs10k-cr-scam,7.434928323699418,865
eu-asks-diplomats-to-install-air-purifiers,6.721039215686273,51
eu-likely-to-keep-russia-sanctions,4.933735000000002,200
euro-slides-to-11-year-low-before-ecb-stimulus,2.89,1
evans-and-cisse-in-spit-controversy,3.7394,5
even-allies-desert-bjp-on-land-ordinance,4.447373333333334,75
even-god-can-t-get-the-khan-trio-together-farah,17.29816666666667,6
evocative-trailer-of-irrfan-khan-s-amp-quot-qissa-amp-quot-out,0.919,1
ex-jharkhand-cm-koda-gets-bail-in-coal-scam-case,3.616478260869564,46
ex-maharashtra-home-minister-rr-patil-dies,3.5996842105263154,19
excited-to-work-with-srk-again-kajol,7.687014336917562,279
exports-decline-15-02-percent-in-february,4.174730941704036,223
extinct-bird-found-in-myanmar-after-73-years,8.270950000000001,20
f1-fernando-alonso-escapes-crash-without-injury,5.38626241134752,282
fa-cup-man-utd-1-2-arsenal-gunners-reach-semis,8.458272727272728,22
fabfurnish-to-raise-over-50-million,6.109394915254238,590
facebook-to-give-free-internet-to-100-countries,2.5836666666666663,3
facebook-to-launch-truecaller-rival-app-report,8.520923416789394,679
factory-growth-hits-5-month-low-in-february,1.751,1
fan-hurt-as-adam-levine-hurls-mic-during-concert,6.043532567049804,261
fans-pierce-themselves-on-amma-s-birthday,3.92940625,32
farmer-suicides-have-decreased-since-2009-govt,4.88109646302251,311
farmers-interest-will-be-protected-president,5.936690613026813,1044
farmers-welfare-main-objective-of-land-bill-pm,4.881938718662948,718
fashion-is-all-about-being-comfortable-kareena,8.36890029585799,3380
fb-clarifies-rules-on-what-it-bans,7.342170096021946,729
fb-drops-feeling-fat-emoji-after-facing-flak,6.071727891156462,147
fb-to-allow-money-transactions-through-messenger,7.732785826771644,4445
fb-to-remove-likes-from-deactivated-accounts,6.428333333333332,6
fdi-doubles-in-jan-to-highest-in-29-months,5.433243874643871,1755
fdi-doubles-to-2-16-billion-in-december,4.778363881401619,1484
fed-reserve-s-interest-hike-may-hit-markets-imf,7.004082713347917,2285
fed-up-of-ragging-50-students-flee-hostel,0.648,1
federer-apologises-for-posing-with-india-jersey,13.132016702977484,1377
federer-beats-djokovic-to-defend-dubai-title,6.580845731402882,2003
feeling-fit-and-fresh-after-treatment-kejriwal,6.974278074866315,561
feline-one-to-become-the-world-s-costliest-bike,9.577811320754721,159
female-suicide-bomber-kills-5-in-nigeria,5.346843999999998,250
fielding-coach-not-going-anywhere-pcb,6.014884057971012,69
fifa-confirms-wc-2022-final-on-dec-18,6.409593749999999,320
fifa-world-cup-final-before-dec-18-blatter,6.023260479041909,334
fiis-invest-rs-10k-cr-in-indian-capital-markets,1.575,3
file-fir-against-srk-says-child-commission,11.88274881516588,633
film-review-nh10-is-not-for-the-faint-hearted,6.426674740484426,289
fir-against-digvijay-singh-in-recruitment-scam,7.323121951219508,615
fir-against-shilpa-shetty-for-rs-9-crore-fraud,8.235213987473898,958
fir-against-teri-director-in-harassment-case,4.786768292682927,82
fir-filed-against-rgv-for-offensive-tweets,9.55275,4
fir-filed-over-screening-of-india-s-daughter,4.901505882352939,170
first-2-matches-of-wc-get-101-million-eyeballs,5.95096666666667,150
first-look-of-akshay-starrer-brothers-revealed,6.859076923076923,13
first-round-of-coal-auction-raises-rs-83-662-cr,4.513010840108399,369
first-session-of-delhi-s-new-assembly-begins,5.174297752808988,534
first-space-selfie-auctioned-for-about-6k-pounds,30.535,1
fishermen-must-reach-mutual-decision-pm-in-sl,4.662345323741002,139
five-killed-in-attack-on-restaurant-in-mali,4.8645,6
five-sick-psus-to-be-shut-down,3.69266371681416,113
flipboard-now-launches-on-the-web,1.4410000000000003,2
flipkart-hires-former-google-executive,47.891999999999996,1
flipkart-to-become-app-only-platform-report,9.899709046454767,409
flipkart-to-boost-technology-to-handle-high-rush,7.688868421052634,76
food-grain-production-estimated-at-3-year-low,4.756293103448275,58
force-india-to-unveil-car-on-friday,5.389241379310342,145
foreign-exchange-reserves-rise-by-3-88-billion,2.414333333333333,3
foreign-tourists-india-visit-jumps-over-10,7.051692307692307,13
forex-falls-over-2-billion-over-us-rate-fears,4.880209897610913,586
forex-reserves-hit-all-time-high-of-338-billion,3.0145,8
former-aap-mla-accuses-kejriwal-of-horse-trading,6.591294117647058,17
former-aap-mla-rajesh-garg-receives-threat-call,3.739652631578948,95
former-bihar-cm-manjhi-forms-new-political-party,10.058057377049183,1708
former-bihar-cm-sundar-das-breathes-his-last,23.656,1
former-maldives-president-nasheed-arrested,6.2167204724409455,254
former-maldives-prez-arrested-clashes-erupt,10.7961,10
former-miss-turkey-faces-prison-for-prez-insult,6.4482688172043,93
former-russian-deputy-pm-shot-dead,6.792594660194175,412
former-world-champion-sprinter-montsho-banned,10.059894361768958,4771
fortunate-to-work-with-nana-patekar-gul-panag,5.224853846153845,130
founding-father-of-singapore-lee-kuan-yew-dies,8.918475235849046,1696
four-policemen-caught-in-raid-on-brothel,8.587869871043361,853
france-5-infant-bodies-found-at-farmer-s-house,7.489488081725311,881
free-wi-fi-to-take-at-least-one-year-kejriwal,8.097079234972677,366
french-minister-meets-tech-corps-to-fight-terror,4.253470054446461,551
fukrey-actor-ashraful-haque-passes-away-at-46,5.864107843137255,102
gadkari-invites-sonia-anna-for-an-open-debate,7.604416216216212,370
galaxy-s6-galaxy-s6-edge-launched-in-india,8.675529379461818,3642
galaxy-s6-s6-edge-to-launch-in-india-on-mar-23,7.999804207119741,618
gandhian-narayan-desai-passes-away-at-90,5.406162995594712,454
gang-raped-nun-flies-out-of-kolkata,7.716654054054061,370
gary-glitter-jailed-for-16-years,5.767417366946777,357
gayle-hints-at-test-retirement,8.548,2
gayle-rules-out-retirement-from-any-format,7.271098646034823,517
geelani-paid-alam-rs-2-lakh-per-month-police,11.228081871345033,171
german-killer-nurse-sentenced-for-life,7.850990291262134,103
global-dairy-crisis-deepens-due-to-oversupply,6.781391803278689,610
go-air-rolls-out-low-fare-offer,7.408587209302322,516
goa-cm-rules-out-banning-beef-in-state,7.241832627118659,472
goa-govt-clarifies-gandhi-jayanti-holiday-row,6.338755424063116,507
goa-govt-drops-gandhi-jayanti-from-holiday-list,6.364363414634143,410
gold-drops-to-1-1-2-month-low-on-sliding-demand,5.283494545454543,275
gold-imports-set-to-rise-as-rbi-eases-norms,3.274753846153846,65
gold-plunges-by-rs-510-to-trade-over-6-week-low,6.487269841269841,63
gold-sees-biggest-fall-of-the-year,8.8565,6
google-app-store-gets-more-oversight,7.892539396668188,2221
google-doodle-wishes-navroz-mubarak,5.5082969004893965,613
google-intel-and-tag-heuer-to-make-smartwatch,6.6587479892761365,373
google-to-build-pmo-mobile-application,2.011,2
google-to-restrict-sharing-content-on-blogger,4.201484848484849,66
google-translate-to-get-400-000-new-bangla-words,7.51479718309859,1065
google-ventures-to-fund-search-for-immortality,14.47723076923077,13
gov-allows-7-state-run-banks-to-raise-capital,4.5428500000000005,20
gov-seeks-parliament-nod-to-spend-rs-36-953crore,10.346666666666666,12
gov-to-expand-service-centres-number-to-2-5-lakh,6.951583333333334,72
gov-to-increase-state-share-in-central-taxes,6.998623188405798,69
government-cuts-import-tariff-on-gold-and-silver,6.436796747967481,246
government-planning-to-amend-anti-dowry-act,5.993440506329116,395
government-reexamines-four-coal-block-bids,2.827,2
government-to-reduce-holding-in-psu-banks-to-52,6.262092062000926,2129
government-to-set-up-800-clusters-to-boost-khadi,5.4284738023952075,1336
govind-pansare-dies-5-days-after-being-shot-at,7.464659615384615,520
govt-approves-11-fdi-proposals-worth-rs-1-076-cr,4.232245098039216,102
govt-approves-5-000-call-interceptions-per-month,2.503,1
govt-approves-construction-of-7-frigates-6-subs,6.30388888888889,90
govt-auctions-3-coal-mines-raises-rs-12-591-cr,3.1054000000000004,5
govt-banks-on-ayurveda-to-combat-swine-flu,4.979240000000001,100
govt-bans-69-ngos-from-receiving-foreign-funds,1.3562857142857143,7
govt-blocks-documentary-on-dec-16-rape,8.527000000000001,9
govt-builds-7-1-lakh-toilets-in-jan,6.081681818181821,22
govt-expects-rs-22-574-cr-from-sale-of-stakes,6.512713432835811,1005
govt-eyes-record-renewable-energy-production,26.4115,2
govt-launches-app-to-check-air-quality,6.9510000000000005,139
govt-not-releasing-funds-for-e-courts-project,5.087000000000001,7
govt-orders-inquiry-into-hosur-train-derailment,0.466,1
govt-planning-to-launch-read-india-campaign,3.033,2
govt-plans-free-wi-fi-in-2-500-cities,0.373,1
govt-to-act-against-attacks-on-religious-places,5.671708398539388,1917
govt-to-develop-two-indian-ocean-islands,5.151552083333336,96
govt-to-launch-immunisation-awareness-campaign,6.131974830590511,1033
govt-to-now-focus-on-gst-land-bill,4.761821839080463,348
govt-to-recruit-women-officers-in-itbp-1st-time,5.244285714285715,7
govt-trying-to-make-the-tax-system-fair-jaitley,4.683689567430024,393
govt-urges-sc-not-to-stay-njac-act,1.8921232876712324,73
govt-will-ensure-complete-freedom-of-faith-modi,2.2921250000000004,24
greece-defies-creditors-rejects-bailout,5.304245614035086,57
greece-eurozone-agree-on-extension-avert-crunch,5.28035733695652,736
greece-offers-concessions-to-win-loan-extension,3.342999999999999,89
greece-reassures-creditors-amid-bailout-talks,5.501,1
greek-investors-reap-world-s-best-bond-returns,4.972208333333332,72
gujarat-adg-geeta-discharged-in-sohrabuddin-case,21.3395,2
gujarat-ranked-17th-in-employing-women-in-india,5.834456000000001,250
gulal-smeared-bjp-members-asked-to-leave-ls,12.641,2
gulf-allies-pledge-12-billion-aid-to-egypt,4.514042424242423,165
gulshan-devaiah-starrer-hunterrr-hits-theatres,8.619929927007293,685
guptill-amused-by-gayle-s-amp-quot-welcome-amp-quot-gesture,9.432481152993354,451
hackers-steal-1bn-from-online-bank-thefts,6.831594594594595,37
haiti-carnival-accident-kills-at-least-20,4.206853658536585,41
hamilton-takes-pole-in-season-opener,3.374321533923303,339
hamilton-wins-season-opener-australian-gp,3.8823555555555576,450
hand-over-lakhvi-to-india-or-int-l-court-us,9.677292035398231,113
hang-me-without-any-trial-justice-katju,7.0135272727272735,55
happy-with-jihad-won-t-come-back-mumbai-youth,10.29986632825718,591
harvad-dismisses-misa-bharti-s-lecture-claim,6.638,14
harvard-ranked-as-world-s-best-university-again,3.7881964285714274,112
haryana-bans-cow-slaughter-sale-of-beef,5.601765289256201,1210
haryana-church-cross-replaced-with-hanuman-idol,7.3414408602150525,465
haryana-govt-to-ban-cow-slaughter,7.360545454545454,11
haryana-to-introduce-gita-in-schools-khattar,5.412093663911847,363
have-mind-diet-to-cut-alzheimer-s-risk-by-53,6.733784965034958,572
haven-t-reached-the-peak-of-my-career-aamir,5.596449074074075,216
having-sex-11-times-month-key-to-happy-marriage,4.2973333333333334,3
hc-refuses-to-lift-ban-on-bbc-documentary,3.3403333333333345,72
hc-restrains-manjhi-from-taking-policy-decisions,2.7824999999999993,28
hc-upholds-conviction-of-op-chautala-and-his-son,8.186,2
hdfc-bank-md-in-barron-s-list-of-30-best-ceos,7.943958203368688,1603
hearing-in-salman-s-illegal-arms-case-adjourned,3.617714285714285,49
hero-motocorp-promoter-sells-4-stake,5.511068965517243,58
high-level-inquiry-into-lynching-of-rapist,1.08875,4
high-security-for-rs-1-900-crore-shivaji-statue,11.774916866890923,2081
highest-women-entrepreneurs-percentage-in-india,5.5565999999999995,10
hil-2015-lancers-beat-delhi-2-1,1.8072222222222223,18
himachal-pradesh-to-present-1st-paperless-budget,7.918730366492149,764
hindalco-industries-wins-one-more-coal-block,4.159440347071585,461
hindu-gods-won-t-forgive-railway-minister-cong,9.76963716814159,113
hindu-temple-vandalised-in-the-us,5.456,24
hindus-must-boycott-khan-films-sadhvi-prachi,2.305,2
hindus-must-produce-10-kids-shankaracharya,0.915,1
hisar-priest-had-assaulted-youth-haryana-cm,6.745665278934224,1201
hit-amp-amp-run-case-court-rejects-prosecution-plea,4.56075,4
hitler-s-flowers-painting-up-for-auction,8.815801335559264,599
hm-seeks-reply-over-interview-of-dec-16-accused,11.475999999999999,6
homeopathy-not-effective-to-treat-any-condition,8.328995780590716,237
horse-trading-allegation-yadav-defends-kejriwal,4.204814393939397,264
hotelier-killed-over-delay-in-serving-tea-in-hyd,9.248276923076919,325
houthi-rebel-offensive-thwarted,6.728334975369453,406
houthis-take-over-yemeni-city-of-taiz,4.236222104144527,941
hrithik-roshan-sprains-his-neck,18.007,1
hrithik-to-go-nude-for-gowarikar-s-mohenjo-daro,8.771111111111109,18
hsbc-apologises-for-the-tax-dodge-scandal,4.61424,25
hsbc-bank-says-annual-net-profits-sink-15,5.270745674740483,1156
hsbc-chief-kept-millions-in-swiss-account,6.986574585635359,362
hsbc-gets-summons-from-tax-department,5.086801397205598,1002
huge-fire-in-us-town-after-oil-train-derails,4.5611428571428565,21
human-rights-official-in-paris-metro-abuse,8.723868563685658,2214
human-shield-for-hindus-celebrating-holi-in-pak,4.6388,5
hurriyat-leader-mirwaiz-meets-pakistan-envoy,5.444724670604278,2201
husband-s-illicit-link-not-always-cruelty-sc,8.745,100
hyderabad-airport-ranked-world-s-third-best,8.737485436893202,103
hyderabad-has-the-best-quality-of-living-study,4.360222222222222,9
hyundai-launches-i20-active-in-india,6.950488636363637,1848
hyundai-launches-new-verna-at-rs-7-74-lakh,5.26978947368421,133
hyundai-to-launch-amp-lsquo-i20-active-amp-rsquo-in-march,4.535247191011236,89
i-am-a-selfish-actor-sushant-singh-rajput,9.72225862068966,58
i-apologise-if-pk-has-hurt-sentiments-aamir,3.8689659090909045,176
i-can-never-say-no-to-srk-kapil-sharma,4.842,1
i-knew-nh10-would-get-a-certificate-anushka,10.666717741935479,124
i-lost-focus-got-nervous-nehwal,6.860692307692309,13
i-m-on-a-mission-to-get-pregnant-kim-kardashian,9.945286861313862,1370
i-m-upset-singh-on-being-accused-in-coal-scam,5.2915833333333335,12
i-t-inspector-probing-asaram-case-threatened,7.067140276301814,1882
i-ve-always-been-a-bit-of-a-rebel-varun-dhawan,5.07179245283019,53
i-want-to-pen-my-black-experience-says-ranbir,22.386,1
i-want-to-stay-at-chelsea-mourinho,3.271042424242421,165
iaf-aircraft-crashes-in-haryana,1.999,1
iaf-gets-its-first-female-aerobatics-pilot,7.574583615436701,1477
ias-death-bjp-mps-protest-outside-parliament,5.5278487394958,119
ias-officer-arrested-for-raping-minor-girls,8.854030690537087,391
ias-ravi-s-death-karnataka-recommends-cbi-probe,6.856485714285722,980
ias-ravi-s-death-state-govt-refers-probe-to-cbi,5.895490649064908,2727
iba-to-hold-talks-with-bank-unions-on-monday,6.356746778711477,1785
iball-tops-indian-tablet-market-beats-samsung,7.497913267181162,2721
icc-accepts-error-in-anderson-run-out,6.861878787878788,33
if-land-bill-is-anti-farmer-we-ll-change-it-pm,7.774339207048466,227
ignou-400-courses-scrapped-in-three-years,6.8616017699115,113
imf-approves-17-5-billion-bailout-for-ukraine,3.5510303030303034,33
imf-ups-india-s-growth-forecast,8.185302325581395,43
in-budget-session-ls-sees-highest-productivity,5.231652866242039,314
india-4th-largest-start-up-hub-in-the-world,6.691693548387096,310
india-a-dangerous-side-ricky-ponting,7.704233333333333,60
india-allows-more-foreign-ownership-in-insurance,3.314843537414968,147
india-amp-rsquo-s-exposure-to-us-govt-securities-at-83-bn,7.411114806017416,2526
india-beats-nepal-2-0-in-wc-pre-qualifier,3.335230769230769,208
india-best-team-in-world-cup-2015-brian-lara,6.74027722772277,202
